,average_act
2868,17.3
1509,21.0976800976801
7298,22.5702075702076
6825,20.6898656898657
6818,20.030525030525
887,18.7
1646,22.5409035409035
4917,23.0
5124,23.0
5305,22.0
7193,21.4468864468864
6781,21.031746031746
1124,17.9
4875,23.0
7564,21.9
2733,20.6
2687,29.2
2818,16.9
7460,22.7167277167277
5134,22.0
6760,19.8351648351648
3630,25.1343101343101
4312,19.5421245421245
1868,17.1
7508,21.0561660561661
346,16.6361416361416
6914,16.1721611721612
2066,16.5
1984,17.5
2157,21.6
6393,20.3968253968254
2012,18.5
917,20.1
1172,19.3
2080,18.3
1930,17.7
3909,24.8901098901099
3441,20.3
5025,21.0
449,20.2258852258852
4681,21.6178266178266
2301,22.3504273504273
1394,16.9
1042,15.2
4250,19.7863247863248
1530,24.6947496947497
2101,17.5
2827,21.5
2231,15.9
139,18.8583638583639
7507,18.003663003663
2052,19.2
4776,20.0
4173,18.003663003663
4730,22.0
845,20.5921855921856
2011,17.9
1246,19.9
450,21.2026862026862
7019,22.008547008547
5834,22.9120879120879
5666,19.9328449328449
3877,17.026862026862
3338,21.5
3249,21.3
7492,15.0732600732601
1447,18.4
7563,18.1
905,17.9
2208,18.6
1517,19.8449328449328
1658,20.9413919413919
838,18.6874236874237
3727,23.2051282051282
7613,24.3
7414,21.959706959707
582,19.1514041514042
5170,22.0
3846,15.3174603174603
1873,20.6
1153,24.3
4654,18.5653235653236
1095,22.0
5462,21.4468864468864
1454,26.7973137973138
3681,22.7899877899878
3118,21.4
5539,20.8119658119658
1132,20.6
4469,22.1306471306471
2995,21.3
3068,20.9
5024,22.0
7099,22.032967032967
3843,21.7399267399267
472,21.3492063492064
7955,20.2
1821,19.8
117,15.7814407814408
6771,20.2747252747253
1537,20.3943833943834
5599,20.7387057387057
7599,20.8
5500,22.4969474969475
6028,17.7
6592,22.1306471306471
1467,15.8693528693529
1174,19.0
3284,20.3
2698,20.3
38,17.979242979243
6705,22.960927960928
7462,19.5909645909646
5037,22.0
5913,22.0573870573871
5143,22.0
7509,23.962148962149
5123,22.0
4329,21.3736263736264
337,21.4224664224664
6656,18.003663003663
2528,22.5946275946276
950,22.3
98,21.4224664224664
476,20.5677655677656
6949,21.0805860805861
305,22.5946275946276
3820,19.2979242979243
2726,19.3
7095,21.3003663003663
7208,21.031746031746
6609,26.3064713064713
7326,20.3479853479853
1325,18.9
7730,22.2
5764,23.7912087912088
3824,21.0561660561661
7113,22.1306471306471
5440,17.002442002442
1683,21.4957264957265
3122,23.9
1895,19.8
3660,21.2515262515263
6066,19.7
3680,22.7411477411477
2716,22.8
4453,30.9462759462759
7623,22.0
2654,24.5
6108,23.9
1098,17.8
4762,15.0
940,20.9
4629,16.0989010989011
2017,21.4
7322,23.2783882783883
6424,21.3003663003663
3109,19.0
1842,17.1
2055,17.2
4084,17.3443223443223
702,22.8144078144078
372,21.3492063492064
5903,22.0573870573871
1708,21.2442002442002
627,16.6849816849817
5711,20.958485958486
5498,20.2991452991453
1811,20.2
5738,20.4212454212454
3791,21.3492063492064
5888,22.6190476190476
5300,25.0
1225,23.0
2263,17.6
148,20.2258852258852
1441,20.0
2756,19.3
4843,26.0
6390,22.032967032967
7018,21.6178266178266
7743,24.3
2345,13.8522588522589
2376,21.8131868131868
2233,15.7
809,24.8168498168498
186,18.6385836385836
1260,23.3
5153,22.0
3936,14.8290598290598
5395,21.6422466422466
5734,23.986568986569
2791,19.9
7336,22.2283272283272
3642,19.3956043956044
3159,19.9
2543,21.2515262515263
6516,21.031746031746
5674,22.2283272283272
3019,17.8
279,19.4200244200244
4573,21.8620268620269
5850,20.0793650793651
307,25.5982905982906
1694,20.953601953602
1998,20.3
6294,19.0
5084,25.0
7448,21.7399267399267
7844,24.1
7857,19.3
3597,24.1330891330891
7544,17.1001221001221
3694,19.4688644688645
2612,15.9
5285,21.0
3962,17.954822954823
1090,18.1
5623,21.3247863247863
1665,20.2918192918193
6416,23.7912087912088
5801,15.5860805860806
2064,15.4
750,18.980463980464
4364,20.4212454212454
3291,20.9
4662,22.4969474969475
7602,22.9
3501,18.0
3139,20.5
7060,17.8083028083028
5604,21.3736263736264
2180,20.6
60,17.2710622710623
4231,17.5885225885226
2975,23.0
2138,19.2
544,18.2967032967033
4565,20.9096459096459
3754,25.6715506715507
728,20.1526251526252
6628,20.4456654456654
1565,17.8522588522588
2834,19.3
4862,22.0
4593,22.4969474969475
5936,19.4688644688645
594,19.2735042735043
2281,15.4151404151404
7235,19.2979242979243
7578,24.1
3418,19.8
4452,20.1526251526252
3853,21.031746031746
5332,22.0
4523,19.3956043956044
3889,16.2698412698413
4170,20.7875457875458
3622,22.7899877899878
5815,20.1282051282051
2100,20.0
2746,17.5
5957,20.7631257631258
6261,20.5
4447,20.3968253968254
5342,21.0
4422,20.8852258852259
3022,20.6
5377,21.0
3612,19.2002442002442
1604,14.8461538461538
4976,22.0
6127,19.6
2657,17.5
5596,20.7631257631258
2209,18.9
4202,15.5860805860806
4283,20.4456654456654
2665,19.8
271,23.0586080586081
7497,21.3247863247863
1413,21.0
4570,19.2246642246642
283,20.9340659340659
5304,21.0
405,19.8107448107448
7074,19.0537240537241
7372,23.5958485958486
6741,20.2747252747253
4667,18.1746031746032
1352,22.6
6384,21.4224664224664
5578,22.5946275946276
7,15.5445665445665
2681,17.9
4703,21.0
4495,18.6874236874237
2460,22.8632478632479
2802,14.4
2963,19.9
4358,19.3223443223443
1298,21.3
1888,20.6
5999,18.5
1463,21.2002442002442
4130,18.2722832722833
6213,18.0
6577,23.3760683760684
2027,18.5
6251,19.3
5973,21.9352869352869
4617,21.007326007326
3036,18.8
4527,21.0805860805861
6173,18.7
1693,21.2442002442002
5225,18.0
5533,19.5909645909646
1946,23.0
4955,21.0
1278,20.2
1468,20.5970695970696
4814,21.0
1448,20.1
1127,21.5
5677,25.8424908424908
7889,22.9
3840,27.2344322344322
3970,16.3431013431013
2431,26.5262515262515
853,20.7142857142857
2829,22.5
163,19.4688644688645
5125,22.0
863,20.6
5447,21.4957264957265
5949,19.5421245421245
5586,20.8119658119658
3029,19.5
4059,15.2686202686203
4737,25.0
281,22.3260073260073
7286,21.3247863247863
5719,19.7863247863248
1382,21.5
4049,16.3431013431013
7725,22.5
773,24.96336996337
1456,23.1074481074481
6214,16.0
5387,16.3675213675214
6241,19.8
6512,19.1025641025641
3335,21.8
1957,19.4
6432,22.2771672771673
3790,19.1025641025641
3657,25.2319902319902
6674,19.957264957265
5928,20.1770451770452
2163,15.0
874,18.5
4365,21.031746031746
5289,22.0
6947,18.5164835164835
1812,18.5
3490,20.8
1450,18.5
6058,18.6
4104,12.7045177045177
407,19.0537240537241
6410,23.5714285714286
1835,18.4
1632,21.6080586080586
1432,20.6
3539,18.8827838827839
2458,22.2527472527473
6265,19.4
7803,24.7
1416,18.4
1236,21.0
5595,21.3736263736264
3649,21.1050061050061
278,20.8852258852259
943,20.7
28,21.6910866910867
6373,21.6178266178266
3188,23.7
3592,20.8608058608059
2276,20.3968253968254
7750,21.2
234,20.5677655677656
3837,21.5934065934066
6766,21.1538461538462
6571,18.6630036630037
614,15.8058608058608
82,20.2991452991453
321,21.7643467643468
6163,19.6
2864,20.7
2075,18.9
4974,24.0
7525,21.2026862026862
1261,17.6
1357,17.2
3246,21.2
404,19.1269841269841
75,21.3247863247863
6109,20.5
733,21.4468864468864
1005,17.0
4443,17.7838827838828
1271,21.1
7404,24.2063492063492
2985,17.5
6218,20.4
2597,18.0
1815,18.3
4096,15.9035409035409
910,24.7
2230,22.1
7185,18.2478632478632
4552,21.3003663003663
4334,23.5958485958486
7540,24.98778998779
7925,23.3
4391,18.9316239316239
6925,22.5213675213675
2114,18.6
5160,21.0
7140,16.953601953602
7536,17.5152625152625
7735,22.8
4708,17.0
228,20.1526251526252
416,22.2283272283272
5291,22.0
5642,20.8119658119658
3980,15.2442002442002
4363,21.6422466422466
442,20.982905982906
4108,15.4639804639805
6178,18.6
2723,20.2
1205,22.4
3503,21.6
6106,19.0
6812,14.6336996336996
6323,19.3956043956044
7066,17.3687423687424
3867,21.0561660561661
1387,20.0
2384,17.8327228327228
3472,21.0
1436,23.8
3741,23.3760683760684
1558,22.4407814407814
776,17.1001221001221
7723,24.2
5416,13.8034188034188
5303,22.0
1744,21.7350427350427
3911,23.5470085470085
5650,20.6898656898657
1541,23.993894993895
5487,18.5409035409035
527,19.2735042735043
2020,17.1
2293,23.8156288156288
3459,19.5
7425,16.5140415140415
7220,22.2771672771673
7859,23.2
7013,21.3980463980464
6150,19.6
4193,16.3919413919414
1379,23.3
5791,20.1282051282051
7870,22.7
1601,19.6764346764347
946,20.3
2494,19.981684981685
5658,21.9352869352869
2497,21.6666666666667
2445,23.2295482295482
3214,21.0
5667,19.6398046398046
716,15.1709401709402
5327,23.0
5219,20.0
3450,22.3
7431,19.4200244200244
72,22.2527472527473
2940,21.4
6391,18.7851037851038
3382,15.4
5852,20.3479853479853
3267,21.1
4086,17.5396825396825
6507,19.1269841269841
6904,20.6654456654457
4864,22.0
751,18.3211233211233
867,18.1
6325,23.7912087912088
3768,23.4249084249084
5400,21.7399267399267
1100,17.9
7792,22.7
2644,19.6
667,23.7423687423687
1864,21.5
915,19.8
1571,21.0537240537241
6795,27.2588522588523
7443,19.1025641025641
2943,19.7
2524,23.5714285714286
422,20.3968253968254
3780,13.1929181929182
3062,19.5
4081,16.7582417582418
2204,19.6
2481,22.7899877899878
6886,21.007326007326
4705,16.0
7676,23.1
7816,23.6
6859,21.5934065934066
2382,22.0818070818071
6257,19.4
5053,20.0
7800,24.2
1938,17.8
1287,19.3
7696,20.7
5688,20.5677655677656
2317,20.4456654456654
4427,22.9365079365079
1905,15.7
5796,14.95115995116
3535,15.0488400488401
3175,23.1
1564,19.1221001221001
1320,20.6
4457,18.9072039072039
4328,20.7142857142857
3031,19.9
6123,19.3
2379,22.008547008547
6334,22.0573870573871
5828,22.2771672771673
4230,17.954822954823
6186,18.9
5860,21.8620268620269
765,19.6642246642247
4886,18.0
6750,21.0805860805861
654,22.0573870573871
4943,21.0
4423,17.7350427350427
1215,19.9
4266,18.4188034188034
1306,21.0
5980,18.1990231990232
7529,22.3748473748474
3010,19.8
6669,22.1306471306471
7606,25.3
6043,12.7
7108,21.3980463980464
5900,21.6666666666667
7848,21.8
1143,19.1
1374,18.0
462,16.8315018315018
624,19.0537240537241
1625,20.4676434676435
6212,27.4
1381,18.7
6071,18.2
7597,22.6
3039,22.5
4696,22.0
7058,19.8595848595849
3847,17.4175824175824
65,19.0537240537241
3756,20.7631257631258
5833,21.4224664224664
1559,20.2087912087912
7150,19.8595848595849
7147,17.1978021978022
3185,15.8
56,19.0781440781441
149,20.3724053724054
2063,20.2
7096,23.0586080586081
3941,25.8424908424908
7618,25.5
3734,18.7118437118437
925,21.5
7323,22.3748473748474
2658,17.3
5556,22.5213675213675
1862,18.8
3312,17.7
2511,20.1282051282051
6210,19.7
2359,22.960927960928
5979,18.3943833943834
788,19.2246642246642
2363,18.3455433455433
4426,20.4456654456654
5213,20.0
6757,19.8351648351648
3625,24.0842490842491
7198,21.3980463980464
1551,21.1758241758242
3736,17.1245421245421
4270,17.3199023199023
6580,22.2771672771673
7727,22.6
3835,23.5225885225885
5473,21.3980463980464
2670,20.6
1081,20.2
5843,20.8119658119658
7364,17.979242979243
2116,20.0
5190,19.0
5270,21.0
823,18.6141636141636
196,25.7448107448107
4833,22.0
1156,20.3
1711,21.034188034188
5360,21.0
1017,19.2
5353,21.0
6267,18.8
3725,22.0573870573871
1620,20.9218559218559
4770,15.0
7973,20.4
1080,19.9
5147,20.0
4473,23.034188034188
4450,17.7106227106227
6820,21.8864468864469
3156,17.9
1841,18.1
3881,20.2747252747253
3937,16.0989010989011
2771,15.6
4969,22.0
7236,20.2258852258852
5102,19.0
3489,20.3
4543,18.2234432234432
3668,16.6117216117216
6046,19.4
7841,21.3
5507,21.3980463980464
1606,19.7912087912088
4754,15.0
2983,19.1
1743,19.6398046398046
13,17.1782661782662
1761,23.3687423687424
3557,19.7863247863248
1533,19.8693528693529
7595,19.3
1485,20.7948717948718
5030,22.0
6381,23.8888888888889
6579,22.1306471306471
6888,18.5409035409035
1258,21.6
604,16.8315018315018
1778,20.6117216117216
362,21.031746031746
6846,22.1794871794872
503,17.6617826617827
1076,17.4
6345,19.2735042735043
4483,20.7631257631258
3691,17.002442002442
3471,21.9
6428,20.5189255189255
1165,20.2
5363,21.0
4284,22.2771672771673
3101,22.8
968,20.0
7345,23.0830280830281
2548,21.4468864468864
5918,21.3980463980464
3708,17.1978021978022
6012,14.5
220,21.4468864468864
4528,17.2710622710623
2235,19.1
6560,20.4700854700855
652,20.6898656898657
3456,21.4
548,23.0586080586081
2416,24.6459096459096
4445,20.1526251526252
6838,20.8852258852259
5803,24.7191697191697
955,19.1
6783,21.5201465201465
3262,21.4
804,21.3980463980464
3114,17.4
4811,21.0
1350,20.3
3693,21.3980463980464
5090,21.0
132,16.4407814407814
2614,15.9
5392,14.6825396825397
1402,20.6
7386,25.6227106227106
7843,22.2
5931,19.4932844932845
4073,16.3675213675214
2546,25.8180708180708
842,18.8095238095238
1656,21.7301587301587
5952,22.9365079365079
6938,20.9340659340659
3732,20.982905982906
4920,21.0
3623,22.032967032967
4994,19.0
3376,21.9
4486,22.2283272283272
5052,23.0
284,23.4493284493284
1022,15.7
2920,22.5
2530,23.1562881562882
3504,20.6
1831,17.7
5616,22.8388278388278
2761,19.6
7882,22.6
2007,19.0
5258,21.0
6034,17.0
4263,18.3699633699634
427,22.2527472527473
5575,21.5934065934066
2196,17.9
3828,24.4261294261294
7023,21.3247863247863
6053,17.7
6545,20.5677655677656
2307,21.031746031746
3833,20.4456654456654
4931,21.0
213,20.6898656898657
1657,22.7582417582418
7640,23.8
6017,17.0
7503,22.8632478632479
4594,18.956043956044
6160,19.6
4697,21.0
1615,21.7765567765568
5446,24.0598290598291
5255,22.0
3202,19.7
1648,19.0634920634921
3950,20.8608058608059
6645,21.2026862026862
7284,14.9267399267399
1785,20.6727716727717
3286,18.8
7839,22.6
6875,21.4713064713065
7218,21.3980463980464
2970,18.7
640,20.0549450549451
2515,13.9499389499389
2565,19.7
4796,15.0
1818,19.5
4848,23.0
303,23.4981684981685
5091,22.0
1672,20.8412698412698
6652,16.3186813186813
6104,19.5
2689,20.2
6338,19.3711843711844
3356,21.2
4446,19.1758241758242
7813,20.9
5910,16.5140415140415
4819,21.0
5885,22.5213675213675
1092,18.6
1475,19.7960927960928
4820,20.0
4260,17.7350427350427
4186,19.3956043956044
7191,19.4688644688645
308,18.5164835164835
5904,21.9352869352869
7076,21.7643467643468
4909,25.0
2555,20.4945054945055
4468,22.1550671550672
2039,17.4
3496,20.4
723,20.7387057387057
4007,15.8058608058608
5782,17.002442002442
4512,21.1782661782662
7964,19.0
4240,20.5921855921856
3983,16.6361416361416
5710,18.5897435897436
391,21.6178266178266
2266,20.9
2172,19.0
189,22.1062271062271
5168,20.0
1203,19.9
7211,20.3724053724054
7314,23.1562881562882
1099,21.7
135,16.5873015873016
3364,20.0
3778,14.6581196581197
5593,21.3247863247863
7030,23.1318681318681
1119,15.4
4267,15.6105006105006
6903,16.6605616605617
781,18.2967032967033
4804,22.0
5916,21.959706959707
5960,19.8107448107448
1894,20.6
5509,23.6935286935287
3975,18.0769230769231
6225,23.1
2807,21.0
1200,17.2
3465,22.4
779,18.5164835164835
6565,16.0989010989011
988,15.3
5682,19.7374847374847
3215,21.4
5730,20.7875457875458
2141,18.9
2853,26.4
2465,24.6459096459096
2567,18.3
7063,21.2515262515263
5648,20.5433455433455
5636,22.4725274725275
769,17.2466422466422
492,17.8083028083028
5625,19.2002442002442
1933,19.5
428,22.7655677655678
5050,20.0
1194,20.2
3048,19.5
1359,18.0
3006,20.8
2246,19.4
6204,18.4
6219,15.6
5433,14.5604395604396
6411,18.0769230769231
444,19.4932844932845
7210,19.1514041514042
5793,16.5140415140415
4436,17.8571428571429
5128,20.0
294,22.3992673992674
5060,25.0
2908,20.1
3304,19.1
4739,20.0
1038,14.9
4176,18.956043956044
6489,20.7142857142857
6661,19.8351648351648
666,18.3699633699634
7836,23.8
987,16.1
695,18.9072039072039
7869,21.6
7917,25.1
6372,18.1746031746032
3891,16.8559218559219
5308,22.0
6158,19.0
3491,20.2
7318,19.6886446886447
3190,21.9
6414,16.2698412698413
6435,21.5445665445665
6254,20.7
7070,21.3492063492064
894,19.3
4148,18.4188034188034
3407,21.8
1681,20.2356532356532
4024,16.978021978022
276,23.4493284493284
7033,21.959706959707
1327,20.5
1313,20.6
2289,21.959706959707
1301,18.7
7577,23.0
1585,20.7094017094017
7186,18.5653235653236
3330,23.0
575,24.2796092796093
2389,22.8144078144078
7451,24.6214896214896
5105,25.0
7685,20.9
2309,20.1282051282051
3349,20.5
41,22.6434676434676
1796,21.7252747252747
608,18.1013431013431
7397,19.6886446886447
5807,13.974358974359
4828,19.0
3318,21.7
6912,21.7399267399267
1077,17.4
5644,19.8595848595849
3070,17.9
4169,17.7594627594628
171,18.1501831501831
310,21.5934065934066
3265,21.2
7772,18.7
7942,24.0
3146,19.4
4068,12.3626373626374
653,20.3235653235653
5036,22.0
926,19.1
4665,21.7399267399267
1832,19.1
4715,22.0
2278,22.8632478632479
7847,19.8
6958,22.1550671550672
5495,22.6923076923077
7393,22.8876678876679
3978,15.4884004884005
6833,20.7631257631258
3717,19.8595848595849
4582,20.7387057387057
5602,23.1562881562882
7444,23.4737484737485
3698,22.4481074481074
1988,16.8
1579,20.4236874236874
5939,22.3260073260073
1976,17.6
4478,23.1318681318681
6149,23.1
6065,21.2
2779,15.0
4063,15.8547008547009
143,19.4200244200244
645,18.0769230769231
549,22.7411477411477
1556,20.4822954822955
3176,27.3
7117,20.7631257631258
1560,21.1831501831502
6590,15.8302808302808
2259,17.6
1941,18.9
3067,22.2
755,19.1758241758242
5286,22.0
6413,24.2796092796093
4551,22.1550671550672
2297,21.5445665445665
2740,20.2
3656,21.3980463980464
2056,20.4
3875,22.5946275946276
1155,19.5
5346,22.0
4640,18.1013431013431
795,19.957264957265
5333,22.0
800,20.0549450549451
7974,18.6
7258,16.1721611721612
111,21.4468864468864
670,24.3040293040293
1370,22.4
6836,18.8583638583639
324,18.980463980464
4504,21.1782661782662
5883,19.5421245421245
1423,21.8
2773,19.3
5171,23.0
6074,19.1
6359,24.2796092796093
6045,16.4
2280,20.7631257631258
2724,18.6
2619,18.1
7709,22.2
2302,19.3467643467643
1034,17.8
840,22.0573870573871
7513,21.4957264957265
2861,21.5
4910,22.0
3479,14.1
4080,15.0976800976801
3358,20.5
7024,16.3919413919414
2557,19.2490842490842
1247,20.3
5089,21.0
6584,22.8632478632479
7886,23.2
3494,21.2
4682,20.982905982906
1245,20.1
6573,16.7826617826618
5436,20.6654456654457
1218,25.7
4144,16.2942612942613
6556,25.0610500610501
6707,19.4444444444444
5179,22.0
481,16.3186813186813
5594,22.2283272283272
4308,14.7069597069597
4692,21.0
6423,20.4456654456654
5703,21.031746031746
4694,21.0
3221,20.9
2375,27.2832722832723
7910,22.7
6483,20.2503052503052
4861,22.0
6664,21.2515262515263
198,19.2246642246642
7348,22.5702075702076
69,18.0525030525031
3947,15.5860805860806
7155,20.7142857142857
2441,23.5958485958486
3012,18.1
3321,21.4
4693,20.0
4477,19.1758241758242
7217,21.8376068376068
3357,22.4
3468,22.1
3706,21.3247863247863
379,18.3943833943834
4935,21.0
5042,22.0
172,19.3956043956044
2006,17.9
3283,18.3
6924,24.4505494505495
7941,22.4
622,18.8827838827839
5243,22.0
6312,24.5726495726496
5107,20.0
5516,21.8620268620269
507,16.953601953602
1072,16.6
4589,14.7557997557998
4362,19.9328449328449
329,19.4688644688645
3271,21.8
408,18.980463980464
7901,21.8
245,22.1550671550672
3670,19.1269841269841
518,20.7631257631258
7399,22.4969474969475
3152,19.7
7530,19.5665445665446
7842,21.1
5265,21.0
3585,19.7374847374847
975,19.2
3596,21.3736263736264
6624,21.1782661782662
2737,18.2
222,16.7094017094017
4369,17.3443223443223
5372,23.0
6135,18.7
1596,19.3125763125763
6991,18.3699633699634
87,22.1062271062271
7504,23.2051282051282
116,15.3174603174603
3948,16.7826617826618
500,17.3199023199023
5724,21.4224664224664
4300,20.8608058608059
1120,19.2
3972,19.2002442002442
2955,17.5
5968,21.8620268620269
3343,18.7
7010,22.3748473748474
951,15.9
1383,21.3
5861,22.3015873015873
2860,18.0
5846,25.8913308913309
6882,22.0818070818071
5317,22.0
6830,17.3931623931624
3663,16.5384615384615
7370,17.1245421245421
4983,19.0
4669,22.8876678876679
5189,21.0
4713,23.0
6755,20.0549450549451
6555,21.5201465201465
6867,24.2063492063492
6869,24.5970695970696
1362,20.1
2391,23.8156288156288
5890,22.1062271062271
6985,23.6202686202686
4549,21.1294261294261
1418,22.5
366,21.0805860805861
6232,17.6
816,18.6630036630037
5911,21.2759462759463
1264,20.6
3245,18.7
3855,22.3504273504273
1504,22.2429792429792
5574,21.2271062271062
5899,20.7387057387057
3238,21.1
2088,16.3
274,18.6385836385836
3631,19.6398046398046
1641,18.8339438339438
6401,17.9059829059829
6019,13.9
3895,21.3736263736264
7094,19.7619047619048
2094,18.9
7080,24.2307692307692
6228,19.4
1346,20.1
1695,20.2332112332112
2470,26.013431013431
1911,17.7
6730,19.2246642246642
5477,20.8608058608059
956,21.2
5820,22.5946275946276
3341,23.6
1687,19.4761904761905
3061,15.4
3075,14.6
7170,22.3015873015873
5275,21.0
5908,19.8107448107448
5777,22.8876678876679
7403,25.6959706959707
1912,15.5
5182,19.0
1527,21.7789987789988
4988,21.0
524,19.8351648351648
860,21.3
3973,19.8840048840049
3290,21.1
4402,21.8131868131868
3873,27.3809523809524
1786,21.4615384615385
54,19.2979242979243
7632,22.4
2078,17.2
1210,19.8
90,21.9352869352869
1817,22.0
448,21.7399267399267
5164,21.0
5524,14.2429792429792
1056,16.6
2639,12.9
2032,19.7
878,20.1
994,15.2
5349,20.0
6007,14.2
304,23.4737484737485
4311,17.1489621489621
4239,19.2735042735043
5558,21.4713064713065
2924,19.3
3606,13.3638583638584
6060,18.4
6727,20.5677655677656
1953,18.8
6931,24.98778998779
6841,20.5189255189255
3730,18.1746031746032
2189,21.3
3388,22.3
6306,22.4
6090,19.2
799,20.8363858363858
211,19.7863247863248
3104,18.6
4922,19.0
443,19.1025641025641
1157,21.6
7020,20.2258852258852
2092,16.5
5315,20.0
743,17.9059829059829
509,20.0549450549451
2595,16.5
224,19.029304029304
871,15.9
3876,17.8571428571429
4587,20.006105006105
3306,20.0
3545,18.7362637362637
4315,23.6202686202686
6913,21.2515262515263
5221,22.0
4132,16.9047619047619
2653,23.7
3195,22.7
2674,17.7
7825,21.6
6052,20.7
3447,20.6
447,16.7338217338217
678,19.0781440781441
2625,21.6
6863,21.6422466422466
1040,15.4
4894,20.0
313,17.1978021978022
2271,21.3003663003663
466,22.6923076923077
3925,17.979242979243
530,21.4713064713065
6004,15.2
6358,15.4395604395604
2085,18.1
7350,20.5921855921856
3292,21.5
4123,15.5616605616606
5866,19.2002442002442
6081,21.3
2630,13.3
4941,20.0
1237,21.1
2449,24.7680097680098
156,18.3699633699634
6763,20.5921855921856
6226,19.2
4492,20.2503052503052
7961,20.2
7919,20.7
5927,21.7887667887668
617,16.2210012210012
6785,21.9108669108669
1916,26.9
4622,21.7155067155067
5549,21.5201465201465
3794,19.5177045177045
1740,21.9426129426129
1004,14.7
3181,19.3
7015,21.3980463980464
768,18.028083028083
969,18.6
2749,19.7
1622,21.1978021978022
2960,19.9
3742,19.029304029304
4880,20.0
7579,20.9
6688,22.8388278388278
2556,21.3003663003663
6607,18.2234432234432
2969,20.1
1206,24.2
4928,24.0
2102,17.0
6103,16.5
7309,22.3015873015873
7486,20.6410256410256
4521,16.7582417582418
288,19.1025641025641
2892,21.1
1309,16.1
5351,20.0
6894,20.006105006105
1819,20.8
904,22.5
6758,23.7912087912088
85,20.2014652014652
3541,16.2454212454212
7731,22.9
3838,25.6227106227106
367,20.3235653235653
6885,19.7619047619048
5414,23.4249084249084
4800,21.0
976,17.0
5336,22.0
1924,18.9
2496,21.1538461538462
3899,18.8339438339438
1107,19.5
7487,18.5164835164835
5784,16.6605616605617
5348,21.0
6051,18.7
2420,23.4981684981685
4116,15.7814407814408
7655,21.7
6530,20.2747252747253
3446,19.4
5063,23.0
7542,17.3687423687424
7447,21.3492063492064
6806,16.9047619047619
6691,21.984126984127
4286,18.2478632478632
6468,20.1526251526252
5656,21.6910866910867
256,23.4493284493284
3396,22.4
3129,21.6
2140,26.2
6229,18.9
832,18.5897435897436
7203,22.1062271062271
5408,14.4871794871795
4885,20.0
963,21.3
7405,21.6910866910867
6944,20.1770451770452
2720,20.3
7359,18.8339438339438
2628,14.5
4871,22.0
5043,22.0
3921,18.003663003663
4172,23.2783882783883
2054,20.7
2065,17.2
5707,22.2039072039072
3113,18.7
3085,19.8
1347,23.3
5964,20.006105006105
3665,14.0720390720391
3647,21.8620268620269
2664,19.2
4678,17.8815628815629
3072,20.0
847,17.1489621489621
1717,19.8693528693529
4462,19.4444444444444
6000,14.0
1256,18.1
7164,19.2979242979243
1036,16.8
5409,21.3247863247863
961,18.8
161,22.3260073260073
597,19.5421245421245
5895,19.0537240537241
5479,20.4456654456654
1110,24.8
1212,21.1
1971,21.1
6311,18.7
7835,22.4
3260,20.0
2893,19.6
5534,21.3736263736264
2765,15.0
2190,19.1
7753,21.5
5412,21.2026862026862
7875,22.3
880,18.2
6975,21.8864468864469
2372,20.5433455433455
4482,21.4713064713065
7229,21.2026862026862
2913,18.8
726,19.1514041514042
3416,20.7
5932,20.1037851037851
5844,24.4017094017094
369,20.2503052503052
6125,19.0
4151,17.3199023199023
154,19.3223443223443
3598,14.5848595848596
7367,22.008547008547
7107,22.3748473748474
3515,22.8
6698,20.4212454212454
1510,20.6288156288156
3437,20.5
3904,18.3211233211233
3254,21.0
1919,21.8
5853,20.8119658119658
3250,20.6
6601,17.4420024420024
365,15.5616605616606
7046,22.0573870573871
6723,18.3943833943834
5230,21.0
4408,19.4932844932845
1993,18.3
4876,20.0
2186,20.2
4839,24.0
7400,22.960927960928
3121,25.0
4781,22.0
2475,22.008547008547
5761,20.6654456654457
4127,15.5128205128205
6479,20.2014652014652
2298,28.4065934065934
6909,20.2503052503052
4314,20.8608058608059
1167,19.6
4574,19.2002442002442
1584,20.1404151404151
5912,20.7387057387057
3719,20.8852258852259
4932,16.0
5159,22.0
1289,20.1
3738,14.5848595848596
7668,21.6
7622,22.2
282,19.8107448107448
249,20.958485958486
7197,15.8058608058608
7333,20.1526251526252
7344,21.8864468864469
891,18.5
2946,20.0
6558,20.1526251526252
5755,22.7167277167277
7670,22.5
4138,17.9059829059829
7590,23.2
5780,21.9352869352869
5120,23.0
6224,17.0
7027,21.4224664224664
5430,21.2515262515263
3784,20.3968253968254
4004,17.7350427350427
2313,25.1343101343101
1787,20.7997557997558
5526,18.7362637362637
6640,20.4700854700855
4405,20.3968253968254
3301,17.2
4975,23.0
5163,26.0
7633,20.6
2552,22.6190476190476
2849,21.1
6412,16.5384615384615
3884,22.2771672771673
6146,20.1
6057,16.0
5218,23.0
7168,16.978021978022
4709,16.0
2076,20.8
2354,18.1013431013431
2971,18.5
4580,19.6642246642247
6959,21.3003663003663
2645,18.6
3457,18.3
2264,20.2
2638,17.9
5484,21.7887667887668
5198,22.0
911,24.4
2874,19.1
433,23.1074481074481
7721,22.1
6704,16.1721611721612
6951,23.5714285714286
7445,24.98778998779
5920,26.6727716727717
290,20.1770451770452
1178,21.4
4207,14.8778998778999
3365,22.3
2016,17.4
5876,20.982905982906
7163,19.6886446886447
6543,20.8363858363858
5080,24.0
5715,24.8656898656899
5482,22.2039072039072
